"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2019,5,117394366,1,1,11762915
2019,12,117394524,1,1,11762938
2019,5,117399538,1,1,11762942
2019,5,117404581,1,11,11747444
2019,5,117401990,1,1,11758593
2019,16,117404632,2.5,1,11747459
2019,5,117404678,1,1,11747463
2019,5,117404765,1,1,11758596
2019,12,117404877,1,1,11767490
2019,12,117404894,6,1,11767494
2019,5,117405034,0.9,1,11767516
2019,4,117410000,2.17,1,11763002
2019,12,117410000,10.6,1,11763003
2019,1,117410000,1.02,1,11763001
2019,12,117402271,,,11763059
2019,17,117410401,0.001,1,11767565
2019,5,117410600,1,1,11763083
2019,5,117410639,11,1,11763091
2019,5,117402455,3,9,11767615
2019,5,117402455,18,1,11767614
2019,17,117410667,,,11767617
2019,12,117405801,2,9,11767622
2019,5,117405801,1,1,11767623
2019,16,117410717,14,9,11767635
2019,12,117402526,0.79,1,11758678
2019,5,117402557,1,1,11767656
2019,12,117405947,2,1,11767663
2019,5,117410862,2,1,11763148
2019,17,117402630,4,1,11758698
2019,5,117406117,,,11767711
2019,4,117406129,7,9,11767716
2019,4,117410975,1,1,11767720
2019,5,117406458,0.81,1,11758735
2019,5,117406515,2,1,11767770
2019,16,117406541,0.17,1,11767776
2019,4,117406541,0.18,1,11767775
2019,12,117411147,0.5,1,11763192
2019,16,117411147,0.6,1,11763191
2019,5,117406621,1,9,11767783
2019,17,117406626,,,11763195
2019,5,117406656,3.7,1,11767786
2019,4,117402929,0.2,7,11758743
2019,12,117411207,0.1,1,11767807
2019,2,117411308,3,1,11768029
2019,17,117407305,1,1,11768264
2019,12,117407583,1,1,11768473
2019,3,117403739,2,1,11759431
2019,16,117407707,20,1,11759507
2019,3,117407716,1,1,11768592
2019,5,117407716,2,1,11768593
2019,5,117411749,107,1,11763679
2019,8,117411916,1,9,11763844
2019,5,117411916,1,1,11763843
2019,16,117397354,59,9,11747155
2019,5,117397560,1.4,1,11762749
2019,4,117401152,1,1,11758501
2019,16,117401152,2,9,11747177
2019,17,117401152,1,1,11747178
2019,16,117397606,9.59,1,11758503
2019,12,117393379,1,11,11762764
2019,12,117393405,0.007,1,11762769
2019,4,117397725,,,11747210
2019,16,117401265,1,9,11762781
2019,12,117401289,1,1,11762799
2019,5,117397854,5,1,11747220
2019,16,117398113,1,9,11747266
2019,16,117393815,2,9,11758537
2019,16,117398344,5.86,1,11747303
2019,12,117398593,280,1,11747335
2019,5,117398629,1,11,11747341
2019,17,117398629,1,11,11762873
2019,16,117401782,1,11,11758574
2019,1,117394372,1,1,11762916
2019,4,117394426,0.6,1,11762927
2019,16,117394426,16.11,1,11758586
2019,12,117394426,0.71,1,11762928
2019,5,117394529,1,1,11762939
2019,5,117394540,2.74,1,11762941
2019,5,117394547,1,10,11762943
2019,5,117409601,8.24,1,11747452
2019,16,117404747,2.1,1,11767474
2019,12,117404747,11.1,1,11767475
2019,5,117404853,1,1,11767488
2019,12,117404891,2.1,1,11767492
2019,17,117404971,,,11767504
2019,1,117405000,4.43,1,11762994
2019,17,117405068,1.2,1,11763004
2019,12,117402084,28,1,11767530
2019,16,117410062,1,9,11763014
2019,12,117405157,4.7,1,11763019
2019,17,117405157,1,11,11763020
2019,5,117410364,0.001,9,11763048
2019,5,117405450,0.001,1,11767564
2019,5,117405482,1,11,11767573
2019,12,117405494,3,1,11767577
2019,5,117405562,0.001,9,11767589
2019,12,117405647,1.81,1,11767599
2019,5,117405679,0.001,3,11763078
2019,5,117410694,1,1,11763104
2019,4,117405970,5,9,11758690
2019,12,117405970,1.11,1,11767672
2019,5,117405970,3.37,1,11767671
2019,5,117405977,2.08,1,11767679
2019,16,117405977,17,9,11767680
2019,5,117402608,10,1,11763142
2019,17,117402724,,,11758717
2019,16,117407238,4.5,9,11768208
2019,5,117407238,5,1,11768209
2019,12,117386867,3,9,11751730
2019,16,117377240,,,11746215
2019,5,117386965,7,1,11746227
2019,5,117386965,1,9,11746228
2019,5,117381775,1,9,11757733
2019,14,117377372,2,9,11751766
2019,12,117387034,0.32,1,11746246
2019,5,117387077,1,1,11746263
2019,4,117377519,1,9,11751792
2019,5,117381993,2.01,1,11757780
2019,16,117381993,7,9,11757779
2019,3,117381993,4,1,11746296
2019,5,117387300,1,11,11746325
2019,5,117377633,1,11,11746326
2019,12,117377656,1,11,11751827
2019,12,117383159,1,11,11758033
2019,4,117388358,1,1,11752074
2019,16,117388383,0.002,9,11746525
2019,5,117388500,1,11,11746544
2019,5,117383240,1,11,11758044
2019,16,117388535,10.5,9,11746548
2019,17,117388545,1,11,11746550
2019,5,117388562,1,1,11746553
2019,5,117388629,6.3,1,11746563
2019,5,117383283,1,11,11758054
2019,10,117388686,1,11,11746573
2019,1,117388696,1,11,11746575
2019,5,117388714,1,1,11746580
2019,17,117388717,1,11,11758058
2019,5,116662103,6.83,1,11582761
2019,12,116662103,1.21,1,11587761
2019,12,116662116,0.6,1,11558610
2019,12,116662125,12,1,11558611
2019,5,116662240,0.001,1,11558636
2019,5,116662274,0.003,1,11558642
2019,2,116662292,0.001,1,11558646
2019,1,116662316,2.14,1,11558649
2019,12,116662433,0.002,1,11558667
2019,17,116662566,1,9,11558691
2019,12,116662571,1,11,11558693
2019,5,116662658,0.003,1,11587836
2019,5,116662690,1,11,11587845
2019,12,116662739,0.001,1,11587858
2019,3,116662742,1,1,11558727
2019,5,116662743,0.011,1,11558728
2019,12,116662765,3.8,1,11558734
2019,5,116662794,1,11,11558744
2019,5,116667481,8,1,11558757
2019,5,116667644,12.5,1,11558796
2019,17,116663916,1,9,11558999
2019,5,116663942,1,11,11559004
2019,16,116672296,3,9,11582935
2019,17,116663955,1,11,11559007
2019,8,116664069,1,9,11559042
2019,5,116672369,0.001,1,11582952
2019,5,116668627,15.7,1,11588125
2019,5,116668629,0.001,1,11588128
2019,5,116672380,1,11,11582957
2019,17,116664172,1,11,11559070
2019,5,116672401,7,1,11559080
2019,5,116664299,1,11,11559096
2019,5,116668720,1,1,11559103
2019,5,116664365,1,11,11559109
2019,17,116672514,1,11,11582984
2019,12,116669016,1,1,11588224
2019,5,116673751,1,11,11588282
2019,5,116673756,1,3,11583212
2019,17,116675747,2,9,11559365
2019,5,116675750,1,1,11559366
2019,5,116675774,1,1,11559369
2019,5,116674340,1,1,11583313
2019,5,116674376,2.5,1,11583319
2019,3,116679726,12.3,1,11583322
2019,5,116684913,0.001,1,11583379
2019,5,116676982,1,1,11559568
2019,17,116677065,,,11559578
2019,5,116677113,14,1,11559585
2019,5,116677129,45.2,1,11588378
2019,12,116680108,0.5,1,11588381
2019,5,116677246,1,11,11583523
2019,17,116677246,1,11,11583524
2019,1,116677258,1.1,1,11559622
2019,5,116677273,1,11,11559629
2019,5,116685690,4,1,11583546
2019,17,116686097,1,9,11583610
2019,5,116686509,3.6,1,11559723
2019,16,116678149,14,9,11559759
2019,12,116678152,9,1,11559760
2019,2,116678152,6,1,11583675
2019,5,116680512,5,1,11588439
2019,3,116678301,1,1,11559783
2019,8,116678338,3.001,9,11559791
2019,12,116678338,1.001,1,11559792
2019,12,116686825,8,1,11559799
2019,5,116686847,1,1,11583704
2019,17,116678470,,,11559810
2019,3,116678506,3,9,11559819
2019,5,116678925,1.001,1,11559887
2019,12,116678925,1.001,1,11559886
2019,5,116678941,1,1,11588478
2019,4,116687246,1,1,11583774
2019,8,116687299,1,11,11583788
2019,5,116679032,1,1,11583789
2019,12,116679101,5.87,1,11559920
2019,5,116687416,80.77,1,11583814
2019,16,116687416,0.56,1,11583815
2019,16,116687610,1,9,11583841
2019,5,116687637,1,1,11583846
2019,4,116679263,1,1,11559944
2019,5,116687727,1,1,11583864
2019,5,116680928,8.63,1,11559950
2019,16,116680928,0.3,1,11559951
2019,3,116680928,16.68,1,11559952
2019,8,116680974,0.001,1,11588512
2019,12,116681021,1,1,11559961
2019,5,116681021,1,1,11559962
2019,12,116688804,1,9,11584013
2019,16,116688824,8,1,11584020
2019,8,116688861,0.021,9,11584030
2019,5,116688914,7.5,1,11584042
2019,12,116688914,1,1,11584043
2019,11,116688972,0.02,1,11584053
2019,12,116689938,11.6,1,11584061
2019,5,116689938,7,1,11588700
2019,8,116690036,1,1,11560065
2019,5,116690054,40.4,1,11560066
2019,5,116682430,8.29,1,11588745
2019,17,116694882,,,11588790
2019,12,116690216,1,1,11560077
2019,1,116690225,0.006,1,11584199
2019,4,116690225,0.003,1,11584198
2019,2,121880746,,,13151341
2019,2,121880792,0.001,1,13157787
2019,16,121880792,0.044,1,13151360
2019,2,121880844,,,13151370
2019,5,121876651,7.1,1,13157799
2019,5,116666597,0.1,1,11587712
2019,4,116661991,1.1,1,11558586
2019,8,116662035,84,9,11558602
2019,4,116671505,,,11587760
2019,5,116663944,0.001,1,11559005
2019,5,116663967,1,1,11559013
2019,5,116663979,0.001,1,11559015
2019,17,116664021,1,11,11559027
2019,5,116664028,4,9,11588110
2019,5,116668645,1,1,11588133
2019,5,116664207,1,1,11559081
2019,5,116664254,1,1,11559091
2019,5,116664272,2,1,11588143
2019,17,116672493,0.001,1,11582979
2019,5,116664408,16,9,11559115
2019,4,116672604,1,1,11559144
2019,12,116685294,,,11583455
2019,16,116685382,1,1,11583472
2019,5,116680092,14,1,11588376
2019,5,116685424,3.3,1,11583483
2019,15,116680102,1,11,11583490
2019,16,116680102,1,11,11583491
2019,16,116685524,1,1,11583505
2019,5,116685547,5.3,1,11583512
2019,12,116685577,1,11,11583518
2019,16,116685577,1,11,11583519
2019,12,116677222,1.96,1,11559606
2019,12,116685591,0.5,1,11559607
2019,16,116677238,1,11,11559611
2019,12,116677238,1,11,11559610
2019,16,116677247,2.5,9,11559618
2019,16,116685699,1,11,11559639
2019,2,116685717,0.4,1,11583553
2019,5,116685737,5.6,1,11583561
2019,12,116677424,1,11,11559650
2019,17,116677424,1,11,11559651
2019,2,116677513,0.01,1,11583584
2019,17,116686083,1,9,11559674
2019,12,116677636,1,11,11559676
2019,5,116686292,1,9,11583631
2019,12,116686384,2,9,11583639
2019,12,116686402,0.3,1,11559698
2019,16,116686402,0.5,1,11559697
2019,5,116686447,28,1,11559705
2019,16,116686447,15,9,11559706
2019,5,116686447,2,9,11583644
2019,5,116680481,3,1,11583670
2019,17,116678226,6.018,9,11559774
2019,5,116678315,2.5,1,11559788
2019,12,116678315,14.7,1,11588453
2019,8,116678315,4.4,1,11588452
2019,4,116678325,1,1,11559789
2019,17,116686796,0.001,1,11583688
2019,12,116678392,1,11,11559797
2019,16,116678500,4.004,1,11559818
2019,4,116678521,1,1,11559822
2019,5,116678612,1,1,11583725
2019,4,116678621,1,1,11559838
2019,5,116678739,1,1,11559853
2019,5,116678744,1,1,11559855
2019,17,116678780,1,9,11559868
2019,5,116678811,2,9,11559874
2019,4,116678845,1,1,11559880
2019,5,116687192,3,1,11559883
2019,17,116662378,3.6,1,11558660
2019,12,116662432,0.026,7,11558666
2019,5,116662475,2,1,11558673
2019,5,116662531,0.002,1,11558680
2019,16,116662578,30,3,11582817
2019,4,116667341,0.5,1,11587861
2019,12,116662768,1,11,11558735
2019,5,116662774,0.05,1,11558736
2019,5,116667446,123.96,1,11587876
2019,5,116662850,7,1,11558758
2019,5,116662903,1.39,1,11558766
2019,5,116662949,0.006,1,11558772
2019,12,116671929,1.21,1,11582852
2019,5,116662977,1,9,11558780
2019,5,116667729,1,1,11558812
2019,5,116663191,100,1,11558822
2019,16,116663191,9,9,11558823
2019,3,116672029,12.88,1,11582871
2019,12,116663264,1.4,1,11558842
2019,5,116672044,3.8,1,11582872
2019,12,116663303,3.6,1,11558852
2019,5,116663303,1,1,11558851
2019,17,116663303,0.5,1,11582874
2019,1,116667889,0.5,1,11587952
2019,12,116663346,1,9,11558859
2019,5,116663445,4.7,1,11558870
2019,12,116663467,0.3,1,11558877
2019,2,116663483,1,1,11558881
2019,5,116663483,2.1,1,11558882
2019,5,116672077,1,9,11582883
2019,5,116663540,1,1,11558895
2019,5,116672092,1,9,11587987
2019,5,116668078,6.1,1,11587991
2019,16,116668078,7,9,11587992
2019,17,116663599,1,1,11558906
2019,5,116663679,78,1,11558926
2019,5,116668221,1,11,11588030
2019,5,116663705,6,1,11558935
2019,5,116668249,1,11,11582904
2019,16,116663714,1,11,11558939
2019,16,116663732,1,9,11558943
2019,16,116668355,1,11,11588060
2019,17,116663773,10,9,11558960
2019,5,116663776,31,1,11558963
2019,16,116663809,1,11,11558969
2019,5,116663811,1,11,11558970
2019,16,116663814,1,11,11588077
2019,8,116666876,3,9,11582767
2019,5,116662287,23,1,11558644
2019,5,116662319,0.004,1,11558650
2019,9,116662450,100,9,11582796
2019,11,116662450,3.5,1,11582797
2019,12,116662549,0.003,1,11558687
2019,5,116662561,0.6,1,11558690
2019,5,116671812,12.5,1,11582821
2019,12,116662648,1,11,11558704
2019,5,116663213,1,9,11558827
2019,12,116663225,1,1,11558831
2019,5,116663273,0.002,1,11558845
2019,5,116667855,10.9,1,11587944
2019,17,116667855,0.5,1,11587945
2019,5,116667884,1.5,1,11587951
2019,12,116663384,1,9,11558862
2019,4,116663384,1,1,11558863
2019,5,116663403,1,1,11558867
2019,17,116667986,2,9,11558879
2019,4,116667986,1,3,11558878
2019,5,116663500,1,9,11558886
2019,5,116663508,1.1,1,11558889
2019,4,116663511,0.3,1,11558891
2019,4,116663545,1,1,11558896
2019,4,116663560,1,1,11558900
2019,5,116663630,1,1,11558907
2019,8,116663649,2,1,11558915
2019,5,116663680,1,11,11558927
2019,5,116663713,1,1,11558938
2019,5,116663725,1,11,11558942
2019,5,116663758,1,9,11558950
2019,5,116663759,1,11,11558951
2019,5,116663761,1,11,11558953
2019,5,116663769,3,9,11558957
2019,5,116663775,1,1,11558962
2019,5,116663813,1,9,11558972
2019,5,116663817,1,1,11558973
2019,5,116672270,0.001,1,11558990
2019,5,116663957,2,9,11559008
2019,5,116663997,1,1,11559019
2019,5,116664008,1,11,11582936
2019,5,116664026,1,11,11559029
2019,16,116668596,0.001,9,11559038
2019,5,116672362,1,1,11582949
2019,5,116664148,1,11,11582955
2019,5,116664184,68,10,11588132
2019,5,116664350,1,11,11588150
2019,5,116672467,1,1,11582974
2019,5,116664381,1,11,11559111
2019,17,116664384,1,1,11559112
2019,12,116668759,0.1,1,11588159
2019,5,116668788,1,9,11588168
2019,5,116664487,1.09,1,11559135
2019,5,116664499,0.001,1,11559138
2019,1,116664512,0.001,1,11559139
2019,5,116674556,1,11,11559145
2019,5,116668837,10,1,11588179
2019,5,116674600,1,1,11559155
2019,5,116668846,1,9,11588184
2019,17,116674784,1,9,11559201
2019,5,116674789,1,11,11583037
2019,5,116674835,1,9,11583054
2019,4,116672851,6,1,11583057
2019,12,116674860,1,11,11583058
2019,4,116672984,1,1,11583092
2019,5,116676902,0.7,1,11559554
2019,2,116680087,1.9,1,11588374
2019,5,116685404,1,1,11583476
2019,2,116685408,0.01,1,11583477
2019,5,116685418,6,1,11583481
2019,12,116680114,21.2,1,11583504
2019,17,116677237,3,9,11559609
2019,4,116685611,1,1,11583522
2019,5,116685617,,,11583525
2019,17,116677265,3,1,11559628
2019,5,116677265,21.01,1,11559627
2019,5,116677268,0.001,1,11588395
2019,5,116685691,1,11,11583547
2019,5,116680148,,,11588397
2019,1,116680148,,,11588398
2019,16,116677344,0.01,1,11583559
2019,17,116677344,0.1,1,11583557
2019,12,116677344,0.5,1,11583556
2019,17,116677350,2,9,11583562
2019,5,116677549,0.001,9,11583589
2019,17,116686115,1,9,11583611
2019,5,116677802,24.6,1,11559691
2019,5,116680391,1,1,11588428
2019,5,116677814,70,1,11583634
2019,5,116677910,1,1,11559709
2019,5,116680434,3,1,11583649
2019,5,116686583,1,1,11583667
2019,5,116662375,38,1,11558659
2019,17,116662438,0.001,1,11558669
2019,17,116667162,0.001,1,11587825
2019,3,116662603,1,9,11558699
2019,5,116662637,0.004,1,11558702
2019,16,116662654,3,9,11558705
2019,5,116662667,1,1,11558707
2019,5,116662679,1,11,11558711
2019,12,116662679,1,11,11558710
2019,5,116662778,12.06,1,11558739
2019,3,116662778,22.63,1,11558738
2019,5,116662852,0.004,1,11587880
2019,12,116667567,0.001,1,11587899
2019,5,116662967,1,1,11558778
2019,4,116663020,,,11558790
2019,12,116663024,1,1,11558793
2019,17,116663024,1,1,11558792
2019,5,116663835,1,1,11558976
2019,5,116663842,0.001,1,11558977
2019,5,116663855,4,9,11558980
2019,5,116663861,0.001,1,11558983
2019,5,116668488,1,1,11588094
2019,5,116663883,1,11,11558987
2019,1,116663898,0.001,9,11558991
2019,5,116664065,1,1,11559040
2019,12,116664115,9,9,11588124
2019,5,116664136,1,11,11588127
2019,5,116664197,2,1,11559077
2019,5,116664218,1,11,11559085
2019,17,116664229,1,11,11559087
2019,17,116664235,1,11,11559089
2019,17,116664320,1,11,11559104
2019,16,116672461,1,1,11582973
2019,5,116672502,1,1,11559114
2019,5,116664425,1,1,11559116
2019,5,116674555,0.93,1,11588175
2019,5,116674592,1,11,11559151
2019,5,116672693,4.93,1,11583017
2019,5,116674738,6,1,11559190
2019,5,116672796,95,1,11559203
2019,4,116674808,2.1,3,11583046
2019,5,116672845,1,11,11583056
2019,5,116674856,1,11,11559220
2019,5,116674872,1,11,11559222
2019,8,116674874,,,11559223
2019,12,116672913,1.2,1,11583073
2019,12,116674937,0.1,1,11559234
2019,4,116674937,0.1,1,11588215
2019,5,116674945,1,11,11559238
2019,5,116675223,21,1,11559279
2019,12,116675235,1,1,11559281
2019,2,116675286,0.5,1,11559295
2019,16,116675286,4,9,11559296
2019,17,121077583,,,12965466
2019,4,121077854,6,9,12965505
2019,12,121077854,1.63,1,12980745
2019,8,121082566,2,9,12965542
2019,1,121082566,2,1,12965541
2019,5,121082570,3.9,1,12965543
2019,5,121082580,5,1,12965546
2019,16,121082650,7.83,1,12965553
2019,1,121082674,1,1,12965554
2019,5,121082945,1,9,12965580
2019,17,121082946,,,12965581
2019,5,121065015,0.1,1,12979574
2019,12,121065222,1,9,12974490
2019,5,121060457,10.55,1,12964480
2019,8,121054139,,,12974512
2019,5,121065627,36,1,12974558
2019,12,121065630,20.5,9,12979715
2019,5,121060684,6,1,12964526
2019,5,121065711,1,11,12979735
2019,4,121060738,1,1,12979750
2019,16,121060751,0.3,1,12964551
2019,12,121060751,0.5,1,12964550
2019,5,121060758,0.001,1,12964552
2019,5,121067453,129.6,1,12974778
2019,5,121070914,23.7,1,12974821
2019,16,121062096,2,9,12964775
2019,5,121071088,30.4,1,12974860
2019,12,121072867,7.3,1,12975174
2019,2,121063553,2.5,1,12975182
2019,17,121063664,2,9,12975194
2019,1,121064124,0.02,1,12965067
2019,12,121073803,1,1,12975300
2019,5,121073803,1,1,12975301
2019,16,121080294,1,1,12965270
2019,12,121075822,5,9,12980503
2019,17,121075822,5,9,12980504
2019,5,121075867,1,9,12980509
2019,16,121080471,1.33,1,12965289
2019,12,121075959,0.1,9,12965297
2019,4,121074555,0.2,1,12980576
2019,4,121084600,1,1,12975395
2019,12,121076563,0.4,1,12980594
2019,8,121084791,1,9,12965371
2019,16,121084791,18,9,12980615
2019,12,121081307,0.7,1,12980634
2019,5,121083765,1,1,12965616
2019,8,121083837,1,1,12965617
2019,17,121083918,1,1,12965618
2019,1,121083918,3,1,12965620
2019,4,121083918,1,1,12965619
2019,12,121065419,1,11,12979661
2019,5,121060506,1,9,12964486
2019,12,121054221,0.003,1,12974535
2019,4,121065440,0.007,1,12979669
2019,12,121065443,0.001,1,12964496
2019,12,121054271,4,1,12974543
2019,12,121054305,1,1,12979685
2019,16,121060612,1,1,12979687
2019,5,121060614,1,1,12964511
2019,12,121065533,1.4,1,12979695
2019,5,121054359,12,1,12964523
2019,17,121054359,2,1,12964524
2019,2,121065638,1,2,12979719
2019,5,121069619,2,9,12974604
2019,5,121065994,0.002,1,12979777
2019,5,121061329,47.4,1,12964647
2019,11,121061329,3.7,1,12964646
2019,5,121066759,2.5,1,12979903
2019,5,121066759,1,9,12974698
2019,16,121070344,2,9,12974722
2019,12,121070344,0.7,1,12974721
2019,5,121067015,0.5,1,12974732
2019,5,121067082,4.83,1,12964686
2019,16,121070444,6,9,12974737
2019,5,121067131,1,9,12979962
2019,5,121061640,1,9,12964693
2019,17,121061784,1,11,12979980
2019,12,121061807,2.01,1,12964707
2019,4,121061807,3.97,1,12964706
2019,5,121061807,0.17,1,12964708
2019,17,121064059,,,12965063
2019,5,121073447,0.001,1,12965071
2019,8,121064245,0.1,1,12980379
2019,5,121064397,1,1,12975264
2019,17,121073619,1,11,12975277
2019,12,121073690,1,1,12980415
2019,17,121073737,,,12980419
2019,3,121079629,1,11,12965163
2019,17,121073991,1,11,12965214
2019,16,121075725,6.23,1,12965282
2019,5,121074314,1,9,12975365
2019,12,121076614,2,1,12980605
2019,5,121076627,3,1,12980607
2019,1,121082430,0.5,1,12965522
2019,17,121082435,4,9,12965526
2019,5,121082435,59,1,12965525
2019,12,121082435,5.2,1,12965524
2019,5,121082598,5,1,12965548
2019,12,121082598,0.3,1,12965547
2019,5,121082598,7,9,12965549
2019,5,121082603,3.3,1,12965550
2019,17,121085977,,,12975553
2019,5,121082789,2,1,12965562
2019,5,121082844,57,1,12965566
2019,12,121083038,0.09,1,12965588
2019,16,121083038,1.43,1,12965589
2019,1,121083038,1.89,1,12965587
2019,5,121891404,1,11,13152398
2019,17,121896018,,,13155398
2019,1,121896042,,,13158602
2019,12,121896348,0.65,1,13158650
2019,8,121891892,2,9,13158653
2019,5,121896426,,,13152463
2019,17,121892204,,,13162503
2019,12,121892229,,,13158694
2019,12,121892296,1,1,13162515
2019,12,121892444,0.5,1,13158724
2019,12,121886188,3,9,13158742
2019,5,121886188,1,9,13158743
2019,16,121892850,1,9,13158799
2019,12,121886286,1,1,13162644
2019,5,121886286,1,9,13162645
2019,16,121892878,1,9,13162647
2019,11,121892910,29,1,13162653
2019,5,121892972,1,9,13162665
2019,17,121901802,1,11,13163165
2019,5,121901802,1,11,13163166
2019,4,121901941,,,13163168
2019,4,121905703,1,11,13159213
2019,4,121905703,1,1,13159212
2019,17,121902436,,,13163181
2019,4,121065009,0.001,1,12979573
2019,5,121060519,24,1,12974532
2019,5,121065558,1,11,12979700
2019,12,121065558,0.3,1,12979699
2019,5,121060656,38.6,1,12979707
2019,5,121065634,756.9,1,12974559
2019,5,121065651,1,1,12964528
2019,12,121054415,,,12974565
2019,5,121060715,0.31,1,12979741
2019,17,121060715,21,9,12979742
2019,16,121065796,1.5,9,12974577
2019,5,121065796,8,1,12974578
2019,12,121065796,4,1,12974576
2019,5,121065811,,,12979753
2019,5,121060763,15,1,12964553
2019,5,121069681,1,11,12974612
2019,5,121066122,1,1,12979806
2019,5,121060981,0.8,1,12964577
2019,16,121061039,400,1,12964593
2019,5,121061049,4.3,1,12964594
2019,5,121066349,1,1,12979847
2019,5,121061067,1,9,12964598
2019,5,121061223,1,1,12964614
2019,4,121070063,0.99,1,12974681
2019,5,121061273,40.6,1,12964631
2019,5,121061294,4.4,1,12964633
2019,5,121066678,0.001,1,12964634
2019,17,121070150,107,9,12974693
2019,5,121061382,0.5,1,12974702
2019,5,121070210,1.9,1,12979910
2019,8,121066815,0.5,9,12979913
2019,2,121066815,1.1,1,12979914
2019,4,121070495,0.4,1,12974738
2019,4,121061686,0.1,1,12974740
2019,5,121070818,23.5,1,12964740
2019,5,121067536,27.5,1,12980024
2019,4,121062020,1,9,12974807
2019,17,121062276,1,9,12980068
2019,5,121067777,0.9,1,12980074
2019,12,121071120,0.37,1,12964815
2019,16,121071125,30,1,12980078
2019,16,121071125,2,9,12980079
2019,5,121062328,7.97,1,12980085
2019,12,121062618,1,1,12964874
2019,5,121068082,200,1,12980126
2019,3,121062624,1,11,12974943
2019,5,121062624,1,11,12974944
2019,5,121062627,1,11,12974946
2019,5,121062628,2,1,12980128
2019,5,121068109,1,11,12980129
2019,16,121068129,8,9,12980133
2019,12,121068129,1,9,12980132
2019,8,121068129,1,9,12980134
2019,5,121071578,1,11,12974954
2019,16,121068140,1,9,12980137
2019,17,121068140,35,9,12980136
2019,5,121062655,1,1,12974958
2019,4,121062665,0.003,1,12980140
2019,5,121068175,1,11,12980144
2019,5,121062680,3.5,1,12980147
2019,1,121062691,0.001,1,12980150
2019,5,121068221,1,11,12980157
2019,16,121062722,6,1,12964892
2019,5,121068236,1,11,12980159
2019,4,121062751,1,11,12974994
2019,12,121068293,2,1,12964910
2019,12,121062833,27,1,12975000
2019,4,121062833,4.4,1,12975001
2019,5,121062835,10,1,12964911
2019,5,121068302,0.1,1,12975002
2019,17,121062845,64,1,12980171
2019,5,121062875,0.1,1,12964917
2019,16,121071824,103,9,12980175
2019,5,121068501,3.2,1,12980202
2019,5,121063023,33.6,1,12964947
2019,5,121072268,164,1,12980235
2019,12,121063193,0.8,1,12975077
2019,12,121072323,0.5,1,12980245
2019,12,121063220,6,1,12975088
2019,12,121069008,1,11,12980261
2019,12,121063329,2.33,1,12975122
2019,12,121063332,1,9,12964991
2019,5,121063332,1,9,12980287
2019,17,121063332,1,9,12975124
2019,12,121072562,0.7,1,12980290
2019,5,121072597,2,1,12975132
2019,5,121072631,1,1,12975137
2019,5,121072639,1,2,12975140
2019,4,121072723,0.001,2,12975158
2019,5,121063397,1,1,12965001
2019,17,121063479,,,12965008
2019,2,121072902,11.6,1,12975176
2019,5,121072902,9.3,1,12975175
2019,1,121072939,0.4,1,12975181
2019,8,121072939,0.4,1,12975180
2019,5,121073080,0.001,1,12975197
2019,4,121073081,10.1,1,12965036
2019,5,121073105,4.6,1,12975200
2019,17,121069549,1,9,12980336
2019,16,121073406,0.5,1,12965068
2019,5,121064232,2.1,1,12965086
2019,5,121073576,5.8,1,12975262
2019,5,121075155,3,10,12980399
2019,5,121064512,1,11,12965138
2019,16,121064512,9,9,12965139
2019,16,121075250,3,9,12980417
2019,5,121075250,1,11,12980416
2019,17,121073793,,,12975299
2019,5,121079690,1,11,12965175
2019,17,121079791,,,12965191
2019,8,121079802,0.003,9,12975315
2019,5,121073930,0.001,9,12965200
2019,12,121079839,1,11,12965207
2019,12,121079914,28,1,12980441
2019,16,121079914,3.2,1,12980442
2019,16,121079917,1,9,12965215
2019,12,121079943,1,11,12965218
2019,14,121075400,1,9,12965219
2019,4,121079952,7.05,1,12965220
2019,4,121079952,4,9,12965221
2019,17,121079958,,,12965222
2019,4,121075414,0.001,1,12975338
2019,4,121079984,2.57,1,12965225
2019,5,121067514,298.8,1,12964743
2019,5,121062371,1,9,12964831
2019,12,121074100,1,11,12975349
2019,16,121080062,0.1,1,12965229
2019,8,121080067,2,9,12965231
2019,12,121080067,1,1,12965230
2019,16,121080085,0.41,1,12965234
2019,16,121080101,1,9,12965235
2019,16,121080111,1,9,12965237
2019,5,121080139,0.002,1,12965244
2019,5,121080168,1,11,12965248
2019,12,121080168,1,11,12965247
2019,16,121080168,1,11,12965249
2019,12,121080190,0.73,1,12965256
2019,16,121080237,1,9,12965263
2019,5,121076131,1,1,12980535
2019,17,121080703,,,12965313
2019,12,121076172,1,1,12975371
2019,5,121076198,1,9,12980541
2019,4,121080780,1,11,12980550
2019,1,121080783,1,11,12980551
2019,16,121076295,1,9,12965324
2019,5,121080820,1,1,12965325
2019,4,121076341,6,1,12980558
2019,5,121076341,8,9,12980559
2019,5,121080845,2,3,12980562
2019,12,121080849,0.1,1,12965329
2019,12,121080867,1,1,12980568
2019,11,121074506,4,1,12975382
2019,5,121074506,3,9,12975381
2019,5,121074506,1,1,12975380
2019,5,121081123,1,11,12975420
2019,5,121076631,1,11,12980608
2019,2,121081154,1,2,12965370
2019,12,121084793,1,1,12975430
