"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2019,20,136581191,25435663
2019,18,136580077,25443687
2019,20,136581195,25435664
2019,20,136581198,25435666
2019,12,136575694,25443691
2019,3,136575693,25443690
2019,19,136581206,25435669
2019,12,136575707,25443693
2019,19,136580092,25443697
2019,2,136575718,25443698
2019,2,136580096,25443700
2019,12,136575731,25443701
2019,2,136575735,25443702
2019,12,136575741,25443703
2019,12,136575742,25443704
2019,12,136580111,25443705
2019,12,136575774,25443708
2019,12,136575785,25443710
2019,3,136575793,25439748
2019,20,136575794,25443711
2019,12,136580130,25439749
2019,12,136575800,25443715
2019,12,136581254,25443714
2019,2,136575810,25443718
2019,10,136575813,25435676
2019,19,136580148,25435678
2019,12,136580151,25443720
2019,12,136580159,25439752
2019,12,136580160,25443723
2019,18,136581281,25439751
2019,12,136575841,25443722
2019,12,136580161,25435680
2019,12,136581282,25435681
2019,20,136580170,25439756
2019,20,136580173,25439757
2019,20,136575859,25435683
2019,9,136580225,25439761
2019,9,136580226,25439762
2019,20,136580230,25435688
2019,20,136580234,25435689
2019,2,136580238,25435691
2019,20,136575899,25439764
2019,19,136580255,25439769
2019,12,136580391,25439781
2019,4,136580427,25435700
2019,20,136580456,25439782
2019,20,136576091,25443747
2019,20,136580471,25439787
2019,12,136581523,25435705
2019,12,136581524,25435706
2019,12,136581527,25435707
2019,12,136580496,25439791
2019,12,136586156,25443758
2019,12,136580511,25439794
2019,3,136586169,25443761
2019,12,136580528,25439800
2019,12,136581555,25439804
2019,3,136586191,25435717
2019,3,136586192,25443764
2019,20,136586214,25443766
2019,20,136580570,25443769
2019,12,136587618,25443981
2019,12,136587623,25443982
2019,12,136582684,25439994
2019,20,136591910,25443986
2019,12,136587664,25443989
2019,12,136591922,25435878
2019,12,136587670,25443990
2019,12,136582692,25435879
2019,12,136587682,25440000
2019,12,136587674,25443991
2019,12,136582700,25435883
2019,12,136587694,25443994
2019,12,136591955,25435886
2019,12,136591968,25440004
2019,12,136587718,25440007
2019,18,136591988,25443999
2019,10,136592000,25440009
2019,12,136592002,25444001
2019,12,136592003,25440011
2019,20,136582735,25435893
2019,20,136582734,25440012
2019,12,136587764,25444004
2019,12,136587768,25440016
2019,12,136592026,25440019
2019,10,136592028,25435895
2019,12,136592035,25444011
2019,20,136592038,25444013
2019,12,136587775,25435896
2019,12,136587787,25444018
2019,12,136592050,25440022
2019,20,136587800,25440027
2019,20,136592062,25435901
2019,20,136592065,25444024
2019,19,136582761,25435902
2019,12,136587811,25444026
2019,12,136587816,25444029
2019,12,136582766,25444030
2019,12,136592085,25444032
2019,12,136587835,25440038
2019,12,136592097,25435907
2019,12,136587837,25444035
2019,12,136587836,25435908
2019,12,136592096,25435906
2019,12,136592104,25440040
2019,12,136592106,25444038
2019,20,136592111,25444042
2019,12,136587863,25440042
2019,12,136587878,25440044
2019,12,136582776,25435914
2019,12,136587892,25444047
2019,10,136587892,25444046
2019,12,136582789,25444048
2019,20,136592158,25440047
2019,12,136592175,25440053
2019,12,136592185,25440054
2019,19,136587934,25444051
2019,12,136587938,25440057
2019,12,136592198,25435918
2019,12,136582810,25444055
2019,20,136592216,25444058
2019,20,136587957,25440060
2019,12,136582822,25435919
2019,12,136592219,25440063
2019,12,136592221,25444062
2019,19,136592223,25440064
2019,12,136592226,25440065
2019,12,136587975,25440067
2019,12,136587982,25444067
2019,9,133634054,24644853
2019,20,133634070,24644855
2019,20,133634108,24644861
2019,19,133634121,24644864
2019,20,133634140,24644873
2019,12,133634597,24644971
2019,20,133631034,24644994
2019,12,133635794,24645132
2019,12,133641773,24657384
2019,12,133635832,24645143
2019,12,133639266,24645152
2019,20,126537739,22949380
2019,9,126559019,22954899
2019,12,126566499,22957036
2019,9,130438123,23871242
2019,20,130430643,23871065
2019,20,130437001,23878491
2019,20,130433424,23871070
2019,19,130437079,23878500
2019,12,130433500,23878502
2019,20,130437122,23871084
2019,20,130437139,23878511
2019,20,130430743,23871091
2019,20,130430751,23875446
2019,20,130437177,23878518
2019,20,130437192,23871101
2019,20,130437254,23871112
2019,20,130437430,23871129
2019,12,130437667,23875461
2019,12,130437690,23871175
2019,20,130437718,23871182
2019,2,130430968,23875469
2019,12,130434008,23871217
2019,12,130430987,23875471
2019,20,130431002,23875472
2019,12,130438010,23878583
2019,12,130431014,23875473
2019,20,130434083,23871234
2019,18,130438108,23871239
2019,20,130438115,23878587
2019,3,136578145,25435421
2019,2,136573859,25443422
2019,12,136569934,25435474
2019,12,136573883,25443430
2019,12,136573900,25443436
2019,12,136573914,25443439
2019,12,136578618,25443444
2019,12,136578621,25439527
2019,12,136573945,25443446
2019,12,136570034,25435495
2019,20,136570035,25443455
2019,12,136574012,25443461
2019,12,136574190,25443489
2019,20,136578862,25443491
2019,2,136574296,25443500
2019,20,136579050,25443516
2019,20,136574460,25443515
2019,20,136570403,25435548
2019,20,136579104,25443531
2019,12,136574578,25443540
2019,12,136579162,25439595
2019,2,136574620,25443548
2019,12,136570506,25439604
2019,20,136574631,25435566
2019,20,136574643,25443559
2019,18,136579223,25439615
2019,12,136574689,25443570
2019,19,136574731,25439629
2019,12,136579340,25439640
2019,19,136574801,25443580
2019,20,136579372,25443584
2019,20,136570699,25435598
2019,20,136579431,25439650
2019,20,136579432,25439651
2019,2,136579466,25435605
2019,20,136570895,25443628
2019,19,136561202,25437772
2019,19,136561201,25434385
2019,11,136555514,25434389
2019,20,136561224,25437782
2019,12,136555550,25434401
2019,20,136561291,25434402
2019,20,136561358,25442508
2019,12,136561426,25437844
2019,12,136559883,25442517
2019,12,136559891,25442519
2019,12,136561555,25437884
2019,20,136561561,25437888
2019,12,136555689,25437895
2019,3,136555733,25434466
2019,3,136561629,25437912
2019,20,136561632,25437914
2019,2,136559947,25442536
2019,12,136561691,25437925
2019,3,136559956,25442539
2019,20,136559957,25442540
2019,12,136561709,25434485
2019,18,136559961,25442542
2019,2,136561721,25437934
2019,2,136559976,25442546
2019,12,136559977,25442548
2019,11,136559977,25442547
2019,12,136559978,25437938
2019,12,136559998,25442553
2019,12,136561751,25437945
2019,12,136561755,25437948
2019,12,136560005,25442554
2019,12,136560006,25442555
2019,20,136560026,25442562
2019,20,136573183,25435373
2019,20,136578058,25439430
2019,20,136578065,25443350
2019,20,136569580,25435424
2019,12,136573577,25443387
2019,12,136578379,25443388
2019,12,136573626,25443389
2019,12,136573657,25443394
2019,12,136573660,25439492
2019,3,136578416,25439493
2019,20,136573668,25443396
2019,20,136573673,25443397
2019,12,136569810,25443398
2019,12,136569812,25439496
2019,20,136573717,25439499
2019,12,136573730,25443402
2019,12,136573745,25443404
2019,12,136578491,25439503
2019,12,136573755,25435461
2019,12,136573754,25439504
2019,12,136569868,25435463
2019,12,136569880,25443409
2019,12,136573769,25443407
2019,12,136578516,25439508
2019,12,136573793,25443411
2019,20,136573861,25443423
2019,10,136573866,25443426
2019,10,136573865,25443424
2019,9,136573865,25443425
2019,12,136573868,25443427
2019,12,136573872,25443428
2019,12,136573873,25443429
2019,12,136573881,25435475
2019,12,136573882,25443431
2019,12,136578581,25439522
2019,12,136569945,25435478
2019,20,136573896,25443435
2019,12,136573913,25443438
2019,20,136569957,25435479
2019,12,136569958,25443441
2019,19,136578610,25435480
2019,18,136573938,25439526
2019,12,136573948,25443447
2019,12,136569978,25435483
2019,12,136573954,25443448
2019,12,136578649,25443450
2019,22,136573966,25435487
2019,20,136847982,25510759
2019,12,136848079,25510775
2019,20,136838916,25506008
2019,3,136844264,25519082
2019,12,136839547,25506119
2019,12,136839598,25506133
2019,12,136851320,25519427
2019,12,136840303,25506271
2019,12,136851665,25506295
2019,12,136850167,25506307
2019,3,136840688,25506336
2019,12,136840691,25511178
2019,20,136840746,25511195
2019,20,136852043,25519548
2019,20,136850541,25511206
2019,20,136840878,25506354
2019,20,136840928,25506361
2019,20,136850789,25511232
2019,12,136852490,25519594
2019,19,136856172,25519606
2019,20,136856241,25506393
2019,12,136856285,25506403
2019,20,136856369,25506413
2019,18,136856411,25506419
2019,20,136856616,25511320
2019,12,136861519,25519696
2019,12,136856677,25506459
2019,12,136463660,25401327
2019,19,136463661,25401328
2019,19,136468063,25407221
2019,10,136468063,25407220
2019,19,136468068,25407224
2019,12,136471316,25407226
2019,12,136463670,25407227
2019,18,136471328,25402332
2019,19,136471331,25402333
2019,12,136471332,25407230
2019,19,136468079,25407229
2019,19,136463674,25401332
2019,19,136471364,25402343
2019,12,136463699,25407253
2019,12,136463704,25401340
2019,12,136463727,25401349
2019,19,136468220,25407292
2019,12,136471410,25402355
2019,19,136468242,25407305
2019,12,136468246,25402373
2019,19,136468252,25401360
2019,12,136463779,25402399
2019,19,136463793,25401378
2019,19,136468342,25407348
2019,18,136463802,25401384
2019,19,136471571,25402429
2019,12,136471642,25402450
2019,12,136471874,25407479
2019,18,136471874,25407478
2019,12,136560995,25442888
2019,18,136566968,25434870
2019,20,136561014,25442890
2019,12,136561020,25442892
2019,2,136561059,25442906
2019,19,136561067,25442909
2019,12,136561100,25442923
2019,12,136567021,25434887
2019,20,136567056,25434896
2019,20,136567075,25438579
2019,19,136571166,25442944
2019,12,136571167,25442945
2019,20,136571168,25442946
2019,12,136567193,25434953
2019,12,136571336,25442999
2019,12,136571438,25443039
2019,20,136571441,25443040
2019,12,136564476,25438852
2019,19,136564476,25438851
2019,12,136571494,25443054
2019,20,136564569,25438879
2019,20,136567641,25435093
2019,20,136571706,25435098
2019,12,136571709,25443088
2019,3,136571778,25443095
2019,20,136565309,25439034
2019,12,136567936,25435142
2019,10,136567936,25443115
2019,12,136567957,25435145
2019,2,136565468,25439058
2019,3,136565472,25435146
2019,3,136565507,25439060
2019,3,136565632,25443125
2019,12,136568098,25439112
2019,12,136565856,25443139
2019,3,136568133,25435173
2019,3,136565956,25439128
2019,12,136568223,25435188
2019,12,136566083,25439142
2019,3,136566092,25435192
2019,9,136576557,25439206
2019,12,136576835,25439248
2019,12,136572577,25443237
2019,12,136572578,25443238
2019,12,136568972,25443262
2019,12,136577736,25439373
2019,12,136573009,25435351
2019,12,136573012,25443287
2019,20,136573032,25443290
2019,20,136577819,25439383
2019,20,136569344,25443296
2019,20,136569371,25435365
2019,20,136573185,25443313
2019,20,136573186,25443314
2019,18,136569427,25443316
2019,12,136573195,25443317
2019,9,136578030,25443345
2019,10,136569494,25435397
2019,12,136573296,25439424
2019,20,136578051,25439429
2019,19,136573309,25443348
2019,20,136573333,25443352
2019,9,136573340,25435405
2019,3,136569535,25443354
2019,18,136573362,25443356
2019,20,136573365,25443357
2019,20,136569553,25443358
2019,20,136569556,25435412
2019,20,136578118,25439435
2019,20,136573394,25443361
2019,20,136573398,25443364
2019,12,136573400,25435416
2019,20,136573402,25443365
2019,10,136578144,25439440
2019,20,136569582,25439441
2019,3,136578164,25443372
2019,20,136573437,25439445
2019,10,136573450,25443378
2019,9,136578210,25439454
2019,20,136578216,25439457
2019,19,136578222,25439459
2019,18,136578226,25439461
2019,3,136569636,25435432
2019,20,136569649,25435435
2019,20,136569651,25435436
2019,12,136578302,25439477
2019,12,136578336,25443384
2019,20,136573546,25443385
2019,20,136578352,25439481
2019,12,136570021,25435490
2019,12,136573981,25439539
2019,12,136573985,25439540
2019,20,136574027,25443465
2019,12,136570083,25435505
2019,12,136570082,25435504
2019,12,136574037,25443467
2019,20,136574051,25435510
2019,10,136574074,25443475
2019,20,136570135,25435516
2019,12,136574098,25443478
2019,20,136574104,25443479
2019,5,136574114,25443480
2019,5,136574113,25439556
2019,20,136574127,25443482
2019,20,136574151,25443484
2019,12,136578829,25439558
2019,9,136578832,25439559
2019,20,136574184,25435524
2019,20,136574187,25443488
2019,20,136574200,25443490
2019,20,136570212,25439561
2019,20,136578871,25439563
2019,3,136570236,25435528
2019,20,136570254,25435530
2019,20,136578914,25443494
2019,20,136570261,25439565
2019,20,136578926,25443495
2019,20,136578928,25439567
2019,12,136574297,25443501
2019,20,136574303,25443502
2019,12,136578948,25435533
2019,20,136574332,25443503
2019,12,136570305,25435535
2019,20,136570314,25435536
2019,12,136574420,25443510
2019,9,136574424,25435543
2019,11,136574434,25443511
2019,12,136574435,25443512
2019,12,136574446,25439579
2019,20,136574477,25443521
2019,20,136574481,25443523
2019,20,136574494,25439583
2019,12,136579081,25443527
2019,12,136570413,25443529
2019,12,136574500,25439585
2019,20,136574511,25435553
2019,19,136570431,25435554
2019,3,136574520,25443532
2019,3,136579109,25443533
2019,2,136570474,25443539
2019,12,136574576,25439591
2019,12,136574581,25443541
2019,9,136579155,25439592
2019,20,136574592,25443542
2019,20,136579157,25439594
2019,2,136579163,25439597
2019,20,136579186,25439602
2019,9,136570501,25435564
2019,20,136574623,25443550
2019,2,136570503,25435565
2019,12,136574626,25443551
2019,12,136579194,25439606
2019,20,136579197,25439608
2019,9,136579193,25439605
2019,18,136570513,25435568
2019,20,136579203,25439610
2019,12,136574639,25443558
2019,12,136579216,25435575
2019,12,136579230,25443563
2019,19,136579233,25439617
2019,20,136570541,25435576
2019,20,136579245,25435578
2019,20,136579243,25439624
2019,18,136570556,25435580
2019,20,136570560,25435581
2019,20,136579262,25439627
2019,19,136574737,25443575
2019,20,136574738,25439630
2019,18,136579297,25439633
2019,19,136579321,25435586
2019,12,136579331,25443576
2019,19,136574784,25443578
2019,20,136574808,25435591
2019,19,136574811,25443581
2019,20,136574816,25443582
2019,3,136574813,25439643
2019,19,136574823,25443583
2019,20,136574836,25443585
2019,2,136579379,25439644
2019,20,136574840,25439645
2019,3,136574839,25443587
2019,20,136579383,25435593
2019,20,136574849,25439646
2019,20,136574846,25443588
2019,12,136574852,25443590
2019,20,136570691,25439647
2019,20,136579402,25435597
2019,18,136574869,25443592
2019,20,136574887,25443593
2019,3,136570711,25435600
2019,20,136574910,25435602
2019,19,136574925,25443595
2019,20,136579460,25443597
2019,20,136579461,25439653
2019,19,136579462,25439654
2019,20,136574931,25443598
2019,20,136579470,25439656
2019,19,136570744,25435606
2019,3,136579496,25439661
2019,3,136579497,25439662
2019,19,136570753,25435608
2019,19,136574963,25443601
2019,19,136570759,25435611
2019,20,136570757,25435610
2019,20,136579508,25443603
2019,20,136574967,25435612
2019,3,136580608,25439808
2019,12,136581630,25443775
2019,12,136581629,25435723
2019,20,136580635,25439812
2019,20,136581645,25435727
2019,20,136581647,25439816
2019,20,136586310,25435728
2019,20,136580650,25439818
2019,20,136581660,25435730
2019,20,136581661,25435731
2019,20,136586339,25439821
2019,20,136581686,25439824
2019,20,136581696,25435734
2019,18,136580699,25439826
2019,20,136586412,25443793
2019,12,136586428,25435737
2019,20,136581764,25435739
2019,12,136581765,25443796
2019,20,136586449,25439831
2019,3,136580819,25439835
2019,12,136580825,25443805
2019,6,136586503,25439837
2019,20,136586508,25439840
2019,20,136586542,25443813
2019,2,136586551,25443815
2019,12,136586582,25443824
2019,20,136581922,25439851
2019,20,136580926,25435759
2019,12,136586602,25439853
2019,12,136580933,25443828
2019,20,136581943,25443829
2019,3,136580941,25439856
2019,2,136580945,25435765
2019,2,136580948,25435768
2019,3,136581952,25443835
2019,2,136580962,25443839
2019,20,136580965,25435771
2019,2,136580966,25435772
2019,16,136581992,25439864
2019,20,136586662,25443845
2019,12,136581995,25439865
2019,3,136580984,25439866
2019,2,136586682,25443847
2019,2,136586680,25435780
2019,3,136582007,25435782
2019,20,136586691,25443849
2019,3,126566534,22957047
2019,12,126566558,22945745
2019,3,136586698,25443850
2019,12,136581003,25435786
2019,12,136586744,25435790
2019,12,136581040,25443856
2019,20,136581055,25439873
2019,20,136581064,25443860
2019,12,136592240,25440069
2019,12,136592257,25444077
2019,20,136592261,25440073
2019,12,136592262,25440074
2019,12,136588015,25444080
2019,18,136592278,25444081
2019,18,136592276,25440081
2019,20,136582857,25440082
2019,12,136588034,25440084
2019,20,136582864,25435928
2019,20,136588052,25435929
2019,20,136582868,25444086
2019,20,136582900,25435934
2019,20,136592339,25444092
2019,20,136582904,25435935
2019,20,136588099,25444093
2019,12,136588114,25444096
2019,11,136592371,25440096
2019,20,136592375,25440097
2019,20,136582941,25440099
2019,20,136592406,25440101
2019,12,136592419,25435940
2019,20,136582976,25435943
2019,12,136582985,25435945
2019,20,136582990,25435947
2019,20,136592467,25440104
2019,20,136592497,25435948
2019,20,136588265,25444100
2019,20,136588296,25444102
2019,3,136592522,25435951
2019,12,136583051,25435952
